,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Route Type,Road Name,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Driverless Vehicle,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Latitude,Longitude,Location,temperature,apparent_temperature,humidity,weather_code,precipitation,snowfall,wind_speed,wind_direction,soil_temperature,soil_moisture,sunrise,sunset,day_or_night_code
2372,2372,2372,2372,MCP3112005R,210053334,Montgomery County Police,Injury Crash,12/31/2021 12:18:00 PM,Maryland (State),WISCONSIN AVE,CHESTNUT ST,,,PEDESTRIAN,OTHER,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,39BF0643-7F09-4D99-8F18-CB89D7E4A6EB,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,F1B1773C-4588-40D5-A545-F2F55198F8EB,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,East,25,No,No,2017,TOYOTA,PRIUS,38.99348833,-77.09561,"(38.99348833, -77.09561)",11.6375,9.89871,88.12407,3.0,0.0,0.0,11.525623,194.47034,10.8875,0.429,07:27:00,16:55:00,0.0
2373,2373,2373,2373,MCP2917003P,190008583,Montgomery County Police,Property Damage Crash,02/22/2019 06:50:00 PM,Maryland (State),GEORGIA AVE,GLENALLAN AVE,,,,SAME DIR REAR END,CLEAR,DRY,DARK NO LIGHTS,TRAFFIC SIGNAL,NONE DETECTED,,3F8D6373-9579-4E79-900A-86A59E3D540C,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,BC8DC27D-982B-470F-A55F-2E1D89FEE83F,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,45,No,No,2013,HONDA,ACCORD,39.06363333,-77.05557,"(39.06363333, -77.05557)",3.329,0.46798897,76.43444,3.0,0.0,0.0,4.6102495,308.65982,6.279,0.49,06:50:00,17:52:00,0.0
2374,2374,2374,2374,MCP3258003R,240019537,MONTGOMERY,Property Damage Crash,04/26/2024 02:49:00 PM,Private Route,,NEWPORT MILL RD,,,,Other,Clear,Dry,Daylight,Stop Sign,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,570B6B99-FAA2-4584-BD50-8218A89EC2D3,Yes,No Apparent Injury,Failed to Yield Right-of-Way,Not Distracted,MD,E1655C74-EB49-4FD7-95CF-C2532BD22253,Superficial,Eleven O Clock,Bus - School,Moving Constant Speed,Northbound,25,No,No,2016,THOMAS BUILT,SCHOOL BUS,39.03946685,-77.07020499,"(39.03946685, -77.07020499)",16.685,12.722652,31.3876,1.0,0.0,0.0,14.4,126.86999,15.285001,0.301,05:15:00,18:56:00,1.0
2375,2375,2375,2375,MCP2549004D,15012677,Montgomery County Police,Property Damage Crash,03/19/2015 11:50:00 AM,County,NICHOLSON LA,ROCKVILLE PIKE,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,6EEA7B90-CD64-4520-81AB-54892A9F6720,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,69F7DC8D-D1D9-408A-8776-647C994C241A,FUNCTIONAL,SIX OCLOCK,(SPORT) UTILITY VEHICLE,STOPPED IN TRAFFIC LANE,West,30,No,No,2012,HONDA,PILOT,39.044985,-77.11112667,"(39.044985, -77.11112667)",5.9725,2.6301823,44.31067,3.0,0.0,0.0,4.5536795,71.564964,4.8225,0.454,06:13:00,18:19:00,0.0
2376,2376,2376,2376,DM8478000F,200029519,Takoma Park Police Depart,Injury Crash,07/29/2020 10:40:00 PM,Municipality,MERWOOD DR,NEW HAMPSHIRE AVE,,,,OTHER,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,E5DFE875-09DA-4581-8403-B0D86CE10AE6,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,3B987B15-3A23-4096-B88B-FA03E9FFD495,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,No,No,2018,TOYOTA,HIGHLANDER,38.98337,-76.98847223,"(38.98337, -76.98847223)",26.456501,29.48048,74.04687,0.0,0.0,0.0,10.948973,207.40749,29.1565,0.285,05:06:00,19:21:00,0.0
2377,2377,2377,2377,MCP32440002,200016895,Montgomery County Police,Property Damage Crash,04/23/2020 08:35:00 AM,County,SAM EIG HWY,GREAT SENECA HWY,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,,,8EE79E25-1C4C-471E-984B-31412B476454,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,723B9E1C-3D99-4CBF-B09C-B726B056F2E6,DISABLING,SIX OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,35,No,No,2017,HONDA,ACCORD,39.10893803,-77.21208711,"(39.10893803, -77.21208711)",11.437,7.6610823,49.161808,3.0,0.0,0.0,12.57426,113.62939,9.987,0.41,05:20:00,18:54:00,0.0
2378,2378,2378,2378,MCP31480035,210028123,Montgomery County Police,Property Damage Crash,07/20/2021 03:58:00 PM,,,,"PARKING LOT #2 OF 5225 POOKS HILL RD, BETHESDA, MD",,,SAME DIR REAR END,CLEAR,,DAYLIGHT,,ALCOHOL PRESENT,,60F01710-8BBB-4AFB-8C66-D5A190FB2070,Yes,NO APPARENT INJURY,,UNKNOWN,MD,F8083E41-16B7-4286-B56B-27BE977D3729,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,STARTING FROM PARKED,Unknown,15,No,No,2001,LEXUS,E800,39.01673057,-77.10818064,"(39.01673057, -77.10818064)",32.6215,33.850883,34.988594,1.0,0.0,0.0,3.6179552,264.2895,32.4715,0.293,04:59:00,19:30:00,1.0
2379,2379,2379,2379,MCP2868002P,180064254,Montgomery County Police,Property Damage Crash,12/23/2018 08:40:00 PM,Maryland (State),RIVER RD,GARY RD,,,,SAME DIRECTION SIDESWIPE,RAINING,WET,DARK LIGHTS ON,,NONE DETECTED,,393860C7-7224-434D-B3BD-ACF49E00FBFD,No,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,DE,EE27C63C-16B7-45A7-9724-4F2EA1B4C668,SUPERFICIAL,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,35,No,No,2018,SUBA,4S,39.02034833,-77.21219833,"(39.02034833, -77.21219833)",4.7935004,1.8922162,77.50967,71.0,1.2,0.14,6.638072,139.39879,6.5435004,0.487,07:25:00,16:50:00,0.0
2380,2380,2380,2380,DD56200066,210003658,Rockville Police Departme,Property Damage Crash,01/29/2021 08:05:00 AM,Maryland (State),FREDERICK RD,KING FARM BLVD,,ROCKVILLE,,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,16FA624D-3A30-433A-8FA6-08498E12C000,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,79D25862-5390-4A91-AF21-2BA669474E46,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MAKING U TURN,North,40,No,No,1999,BMW,328I,39.066825,-77.06115833,"(39.066825, -77.06115833)",-4.7710004,-10.872362,49.778805,0.0,0.0,0.0,17.786331,305.9422,0.529,0.423,07:16:00,17:25:00,0.0
2381,2381,2381,2381,MCP289200DS,230012648,Montgomery County Police,Property Damage Crash,03/15/2023 03:47:00 PM,Maryland (State),GEORGIA AVE,RAMP 2 FR IS 495 WB TO MD 97 NB,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,14726520-B179-4385-9D88-B557FBB5BA54,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,8A780BB7-1C95-4833-91BE-D88DFF9A29CA,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,30,No,No,2020,JEEP,UT,39.01473833,-77.04193,"(39.01473833, -77.04193)",8.9965,1.7899442,22.744278,0.0,0.0,0.0,26.493652,312.7974,8.4965,0.437,06:19:00,18:14:00,1.0
2382,2382,2382,2382,MCP32570096,250046567,MONTGOMERY,Injury Crash,10/16/2025 04:30:00 PM,County Route,RAYBURN RD,BRADLEY BLVD,,,,"Sideswipe, Opposite Direction",Clear,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,A3BBEE97-0593-4849-9706-C09DEED1E2BF,No,Suspected Minor Injury,,Not Distracted,MD,CB5A7D9F-E019-4E6C-B89A-FC97D2E5CE77,Functional,Eight O Clock,Van - Passenger (&lt;9 Seats),Moving Constant Speed,Northbound,30,No,No,2025,CHRYSLER,PACIFICA,38.99319569,-77.12058999,"(38.99319569, -77.12058999)",15.1455,11.122033,34.40641,0.0,0.0,0.0,12.549757,351.75375,16.5455,0.3,06:19:00,17:28:00,1.0
2383,2383,2383,2383,MCP27560068,240058893,MONTGOMERY,Property Damage Crash,12/09/2024 04:15:00 PM,County Route,VEIRS MILL RD,MONTERREY DR,,,,Front to Rear,Rain,Wet,Dark - Lighted,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,35479454-C824-484A-9573-9D47AA991BDA,No,No Apparent Injury,Followed Too Closely,Not Distracted,MD,0CFB42BF-D45B-4919-BFD5-156A7391090E,Functional,Six O Clock,Passenger Car,Slowing or Stopping,Westbound,30,No,No,2021,TOYOTA,COROLLA,39.04420362,-77.06313953,"(39.04420362, -77.06313953)",12.1135,10.793967,85.26455,0.0,0.0,0.0,8.604301,195.78082,9.1135,0.291,07:16:00,16:45:00,1.0
2384,2384,2384,2384,MCP2931007J,240060907,MONTGOMERY,Injury Crash,12/20/2024 05:00:00 PM,Maryland (State) Route,ROCKVILLE PIKE (SB/L),,,,Scooter (electric),Single Vehicle,Clear,Dry,Dark - Lighted,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use","Not Suspect of Alcohol Use, Not Suspect of Drug Use",175CF6A0-21F5-44E5-AF0C-E15E287E567B,Yes,No Apparent Injury,,Not Distracted,MD,E26E64F0-D521-4C9B-A323-7D76E5913672,Superficial,One O Clock,Passenger Car,Turning Right,Not On Roadway,40,No,No,2012,HONDA,ACCORD,39.057442,-77.12031713,"(39.057442, -77.12031713)",2.033,-1.2911386,91.10008,1.0,0.0,0.0,9.016185,333.94656,3.4829998,0.466,07:23:00,16:49:00,1.0
2385,2385,2385,2385,MCP32960015,220025265,Montgomery County Police,Injury Crash,06/12/2022 07:10:00 PM,County,FAIRLAND RD,COLUMBIA PIKE,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,FLASHING TRAFFIC SIGNAL,NONE DETECTED,,53CD2FDE-AD5C-4BAC-9060-990FE6D01CD6,Yes,POSSIBLE INJURY,,NOT DISTRACTED,MD,3F8B8446-B22C-41DA-AFA2-D3877D48C8DB,DISABLING,EIGHT OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,35,No,No,2015,MERCEDES,C-CLASS,39.073655,-76.955925,"(39.073655, -76.955925)",21.776999,25.135653,89.798225,0.0,0.0,0.0,3.563818,44.999897,23.677,0.376,04:41:00,19:33:00,0.0
2386,2386,2386,2386,MCP3105005D,240016009,MONTGOMERY,Injury Crash,04/06/2024 01:30:00 AM,Other Public Roadway,CRYSTAL ROCK DR,,,,,Rear To Side,Clear,Dry,Dark - Lighted,Flashing Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,4070AE3D-A9D6-48DB-93AA-827CF4861CCC,No,Suspected Minor Injury,,Not Distracted,MD,1332BEDD-5F83-4C27-A7EE-CF3FAA2B923E,Disabling,Nine O Clock,Passenger Car,Moving Constant Speed,Northbound,40,No,No,2020,HYUNDAI,ACCENT,39.18088183,-77.26208801,"(39.18088183, -77.26208801)",1.861,-3.1562567,69.45108,1.0,0.0,0.0,16.831684,311.53168,4.661,0.481,05:44:00,18:37:00,1.0
2387,2387,2387,2387,MCP27140009,180019953,Montgomery County Police,Property Damage Crash,04/23/2018 10:30:00 PM,County,CONNECTICUT AVE,BEL PRE RD,,,,ANGLE MEETS LEFT TURN,CLEAR,DRY,DARK -- UNKNOWN LIGHTING,TRAFFIC SIGNAL,NONE DETECTED,,712CC019-40A5-4EC2-9D76-D42EBBCD25D3,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,4A235325-3CD3-4635-B9A2-1D8D32B70DE9,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,25,No,No,2017,TOYOTA,COROLLA,39.09210333,-77.07022667,"(39.09210333, -77.07022667)",9.4675,5.9072742,54.001213,3.0,0.0,0.0,10.514218,128.04709,11.5675,0.397,05:19:00,18:53:00,0.0
2388,2388,2388,2388,MCP3417000H,240045859,MONTGOMERY,Injury Crash,09/26/2024 12:35:00 AM,Maryland (State) Route,WISCONSIN AVE,SOMERSET TERRACE,,,,Single Vehicle,Cloudy,Wet,Dark - Lighted,Flashing Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,9AA76590-BC35-45D6-95B0-01E7C774C3AD,Yes,No Apparent Injury,,Not Distracted,MD,F710E614-0083-44BE-A2B4-B5C1F83A8263,Disabling,Twelve O Clock,Sport Utility Vehicle,Entering Traffic Lane,Southbound,30,No,No,2024,TOYOTA,RAV4,38.96542931,-77.08791935,"(38.96542931, -77.08791935)",19.6265,21.749908,97.240105,3.0,0.0,0.0,9.178235,131.82008,19.5765,0.497,06:00:00,17:58:00,0.0
2389,2389,2389,2389,MCP27860035,200043686,Montgomery County Police,Injury Crash,11/05/2020 02:42:00 PM,US (State),COLESVILLE RD,BREWSTER AVE,,,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,07BE15BE-888D-4B66-8AB3-492DF7E9ACDB,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,6A1FBE0B-7D56-4833-8E37-259693ACC76D,DESTROYED,TWO OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,35,No,No,2004,DODGE,DAKOTA,39.01189167,-77.01678667,"(39.01189167, -77.01678667)",18.633,16.487316,50.10144,3.0,0.0,0.0,11.183201,183.69131,15.833,0.456,06:40:00,17:02:00,1.0
2390,2390,2390,2390,MCP2767007T,200006191,Montgomery County Police,Property Damage Crash,02/06/2020 03:59:00 PM,Maryland (State),VEIRS MILL RD,ENNALLS AVE,,,,SAME DIRECTION SIDESWIPE,RAINING,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,3E73E84A-A2F8-4CBC-A154-F1574C5C3C4B,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,2EB26BAB-2FCD-426A-BD94-1820EA719B8C,SUPERFICIAL,ELEVEN OCLOCK,TRANSIT BUS,MOVING CONSTANT SPEED,West,35,No,No,2016,FLYER,BUS,39.03935383,-77.05401447,"(39.03935383, -77.05401447)",7.038,5.7135773,100.0,63.0,4.8,0.0,3.8773184,68.19853,6.0880003,0.52,07:10:00,17:34:00,1.0
2391,2391,2391,2391,MCP25860050,190045637,Montgomery County Police,Injury Crash,09/23/2019 07:29:00 PM,County,FATHER HURLEY BLVD,CRYSTAL ROCK DR,,,,SAME DIR REAR END,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,2C4AC6A5-AD53-44F1-9DDB-00AB1C8A6EA2,No,POSSIBLE INJURY,,NOT DISTRACTED,MD,0D7F80A9-F8F0-4C37-975E-86D1FF96A89A,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,40,No,No,2018,ACURA,TLX,39.19442538,-77.26912354,"(39.19442538, -77.26912354)",25.9825,27.583092,61.771557,1.0,0.0,0.0,9.227524,290.55612,28.2325,0.268,05:57:00,18:05:00,0.0
2392,2392,2392,2392,MCP2192002D,180018860,Montgomery County Police,Property Damage Crash,04/18/2018 06:38:00 AM,Maryland (State),SPENCERVILLE RD,STABLER LA,,,,SAME DIR REAR END,,DRY,DAWN,,NONE DETECTED,,5B3B7806-8E80-4933-A6B4-9A285E9A8646,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,567DAF7E-458B-47A6-AFAB-1A266E2C3682,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,East,40,No,No,2009,TOYOTA,COROLLA,39.12007833,-76.98546,"(39.12007833, -76.98546)",2.3425,-1.822952,64.803696,0.0,0.0,0.0,10.594036,279.78235,4.8424997,0.465,05:26:00,18:48:00,0.0
2393,2393,2393,2393,MCP2699000Y,170546142,Montgomery County Police,Property Damage Crash,12/02/2017 01:43:00 AM,County,RANDOLPH RD,HUNTERS LA,,,,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,4E7D033F-0FAA-4490-A3E9-7AF2B662CD69,Yes,NO APPARENT INJURY,,INATTENTIVE OR LOST IN THOUGHT,MD,DB5199D5-B94E-4CF9-888A-F33259449FAF,DISABLING,ONE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,West,40,No,No,2010,HONDA,CRV,39.05379,-77.10146667,"(39.05379, -77.10146667)",1.811,-1.3185894,86.268166,0.0,0.0,0.0,6.638072,77.4712,4.061,0.381,07:10:00,16:46:00,1.0
2394,2394,2394,2394,MCP2919007C,200035358,Montgomery County Police,Property Damage Crash,09/09/2020 03:26:00 PM,Maryland (State),PINEY BRANCH RD,CARROLL AVE,,,,ANGLE MEETS LEFT TURN,RAINING,WET,DAYLIGHT,,NONE DETECTED,,15D0515F-3B59-4F61-AC6F-009475FE8B47,Yes,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,F34DEC41-11FE-438D-BB0B-EF5493FC59F4,FUNCTIONAL,ELEVEN OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,35,No,No,2016,CHEVROLET,MALIBU,39.02386,-77.01117,"(39.02386, -77.01117)",24.3,27.333813,87.817924,55.0,1.0,0.0,13.53236,61.389645,23.3,0.401,05:44:00,18:25:00,1.0
2395,2395,2395,2395,MCP28590095,200028549,Montgomery County Police,Injury Crash,07/23/2020 08:10:00 AM,,,,"LEVEL 1 PARKING GARAGE OF 15740 SHADY GROVE RD, GAITHERSBURG, MD",,PEDESTRIAN,OTHER,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,8B026593-355E-45F7-9793-FE931285CE89,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,83273951-F1A5-40BB-BF8E-FAEB4A1E45CA,NO DAMAGE,EIGHT OCLOCK,"CARGO VAN/LIGHT TRUCK 2 AXLES (OVER 10,000LBS (4,536 KG))",SLOWING OR STOPPING,South,10,No,No,2011,FORD,EXPRESS,39.11529,-77.186415,"(39.11529, -77.186415)",25.5485,30.149479,85.82435,3.0,0.0,0.0,6.130579,273.3664,23.9985,0.436,05:01:00,19:28:00,0.0
2396,2396,2396,2396,MCP2710003T,210051873,Montgomery County Police,Property Damage Crash,12/20/2021 03:30:00 PM,Maryland (State),CLOPPER RD,TWELVE OAKS DR,,GAITHERSBURG,,SAME DIR REAR END,,DRY,DAYLIGHT,,UNKNOWN,,C2B0C232-B7DF-4A7E-9253-4DEBB4CB4021,Yes,NO APPARENT INJURY,,UNKNOWN,MD,30DEE42E-3E66-4BC8-84CA-D9FA683EB41B,UNKNOWN,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,East,35,No,No,2012,HYUNDAI,COUPE,39.14506333,-77.22650167,"(39.14506333, -77.22650167)",3.394,-0.67705417,43.3722,0.0,0.0,0.0,6.830519,161.56496,5.7939997,0.31,07:24:00,16:49:00,1.0
2397,2397,2397,2397,MCP2569001K,190052297,Montgomery County Police,Injury Crash,10/30/2019 07:26:00 PM,Maryland (State),ROCKVILLE PIKE,GROSVENOR LA,,,,SAME DIR REAR END,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,8772B7E9-93CE-4755-ADD2-B6AD417E4BCB,No,POSSIBLE INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,7CF4F1AA-A503-4916-BD93-BCB7512C7CD2,FUNCTIONAL,SIX OCLOCK,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,North,35,No,No,2016,SUBA,FORESTER,39.02190333,-77.10278667,"(39.02190333, -77.10278667)",15.1125,14.837656,95.897964,53.0,0.5,0.0,11.966954,136.2188,16.9125,0.483,06:33:00,17:10:00,0.0
2398,2398,2398,2398,MCP29540064,180057765,Montgomery County Police,Property Damage Crash,11/17/2018 06:55:00 PM,Maryland (State),UNIVERSITY BLVD E,PINEY BRANCH RD,,,,SAME DIRECTION SIDESWIPE,CLOUDY,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,EF86A440-5A4B-4646-82A8-1053477CB253,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,CF1640EE-4E59-481C-8678-1DF1CFAD522B,SUPERFICIAL,TEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,30,No,No,2016,TOYOTA,CAMRY,38.99939167,-76.991005,"(38.99939167, -76.991005)",3.0154998,0.061777115,81.545654,0.0,0.0,0.0,5.8603754,349.3804,7.1655,0.485,06:53:00,16:52:00,0.0
2399,2399,2399,2399,EJ7846000R,15011659,Gaithersburg Police Depar,Property Damage Crash,03/13/2015 05:52:00 PM,Municipality,FIRSTFIELD RD,QUINCE ORCHARD RD,,,,ANGLE MEETS LEFT TURN,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,D418D285-DFF6-4DDE-9EA4-F1B3B63EC13B,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,11C2CB80-9D2C-4EDF-87F1-BA9EE066F15F,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,25,No,No,2011,TOYOTA,CAMRY,39.14542167,-77.22151167,"(39.14542167, -77.22151167)",6.67,2.3039184,45.362522,3.0,0.0,0.0,11.384198,124.69522,3.77,0.457,06:23:00,18:13:00,1.0
2400,2400,2400,2400,MCP3165001H,190033598,Montgomery County Police,Property Damage Crash,07/15/2019 01:30:00 PM,County,CHERRY HILL RD,PLUM ORCHARD DR,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,716695AD-3E5B-47EE-B6D4-37DC9B95AFF6,Yes,NO APPARENT INJURY,,UNKNOWN,MD,9EF6BD6A-DC92-491C-A46E-5C0DEDCE539C,DISABLING,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,East,40,No,No,2008,PONTIAC,G6,39.05380167,-76.95349667,"(39.05380167, -76.95349667)",31.4375,33.560387,35.227528,0.0,0.0,0.0,7.771331,283.39252,31.637499,0.336,04:54:00,19:33:00,1.0
2401,2401,2401,2401,MCP2954003H,170516259,Montgomery County Police,Injury Crash,06/28/2017 04:51:00 PM,Maryland (State),UNIVERSITY BLVD E,SEPTEMBER LA,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,9B495F6C-D2E8-4782-BD7A-C7279FE118C2,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,AE44E98E-553E-4524-95F7-88C4D9935B1F,DISABLING,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,West,40,No,No,2015,KIA,SU,39.00410296,-76.99654341,"(39.00410296, -76.99654341)",27.346,26.420528,29.589565,0.0,0.0,0.0,2.8116899,140.19447,27.046,0.375,04:45:00,19:37:00,0.0
2402,2402,2402,2402,MCP3372001F,230058567,Montgomery County Police,Property Damage Crash,10/04/2023 07:14:00 PM,Maryland (State),LAYHILL RD,GLENALLAN AVE,,,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,7FD92941-10BA-4304-86FF-C4664CFAC283,Unknown,NO APPARENT INJURY,,UNKNOWN,MD,7A3DD10B-F96E-42C8-9683-52E18541A6AB,FUNCTIONAL,ONE OCLOCK,PASSENGER CAR,MAKING U TURN,North,35,No,No,2021,TOYOTA,COROLLA,39.06335509,-77.05032972,"(39.06335509, -77.05032972)",19.477,18.19474,59.28507,0.0,0.0,0.0,11.592894,143.84172,22.177,0.368,06:06:00,17:46:00,0.0
2403,2403,2403,2403,MCP2780006P,230009643,Montgomery County Police,Property Damage Crash,02/26/2023 03:55:00 PM,County,FATHER HURLEY BLVD,RAMP 5 FR RAMP 8 TO FATHER HURLEY BLVD,,,,STRAIGHT MOVEMENT ANGLE,,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,7EED5A94-C30D-40BC-89C6-91EDDD0557A3,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,8FDE53A0-7947-4773-BAE3-0BE01409735D,FUNCTIONAL,EIGHT OCLOCK,(SPORT) UTILITY VEHICLE,MAKING LEFT TURN,North,40,No,No,2019,TOYT,HIGHLANDER,39.19885917,-77.26078183,"(39.19885917, -77.26078183)",13.5175,8.57756,39.992134,0.0,0.0,0.0,19.48661,281.72507,10.9175,0.437,06:45:00,17:57:00,1.0
2404,2404,2404,2404,MCP28180019,15050168,MONTGOMERY,Property Damage Crash,10/03/2015 06:05:00 PM,Interstate (State),CAPITAL BELTWAY,EXIT #33,,,,SINGLE VEHICLE,RAINING,WET,DUSK,NO CONTROLS,NONE DETECTED,,07843E08-65F6-44B0-B4C8-CDE1426DDA3B,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,DC,BF570944-4FD7-408E-82BB-75CF117994C9,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,55,No,No,2009,PONTIAC,G6,39.00876,-77.088005,"(39.00876, -77.088005)",13.467,9.944021,80.71033,3.0,0.0,0.0,24.696102,53.297062,13.917,0.492,06:06:00,17:48:00,1.0
2405,2405,2405,2405,MCP241100DY,240047825,MONTGOMERY,Property Damage Crash,10/07/2024 09:50:00 AM,,,,Parking Stall        PARKING LOT OF FEDERAL PLAZA BY THE TRADER JOES,,,"Sideswipe, Same Direction",Clear,,Daylight,,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,F84661F2-3143-40F4-A671-7FF351F7F261,No,No Apparent Injury,,Not Distracted,MD,2818DA80-A185-47F7-917C-110DE32F5ED6,Functional,Seven O Clock,Sport Utility Vehicle,Parked,,0,No,Yes,2020,HONDA,PILOT,39.05743986,-77.12324977,"(39.05743986, -77.12324977)",20.459,18.86015,62.92635,0.0,0.0,0.0,17.84816,311.72943,19.759,0.442,06:11:00,17:41:00,0.0
2406,2406,2406,2406,MCP30950011,180032266,Montgomery County Police,Injury Crash,06/30/2018 12:14:00 PM,US (State),COLESVILLE RD,SPRING ST,,,,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,,,,A5284CA2-2ABD-49CD-B72C-6084A52EFAC5,Unknown,POSSIBLE INJURY,,UNKNOWN,MD,E381D45A-1571-4946-A581-ABFBDC0186A3,FUNCTIONAL,ONE OCLOCK,PICKUP TRUCK,MOVING CONSTANT SPEED,North,35,No,No,2016,TOYOTA,TACOMA,38.99968401,-77.02590287,"(38.99968401, -77.02590287)",31.405,35.757847,48.984554,3.0,0.0,0.0,8.373386,205.4633,28.705,0.425,04:46:00,19:37:00,0.0
