Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Route Type,Road Name,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Driverless Vehicle,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Latitude,Longitude,Location,Vehicle Cutted in 5 years intervals
MCP2335000T,16047894,Montgomery County Police,Property Damage Crash,09/18/2016 03:10:00 AM,County,CRYSTAL ROCK DR,FATHER HURLEY BLVD,,,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,92446243-5CA6-4E31-A608-F4739D5BD754,No,NO APPARENT INJURY,"ANIMAL, N/A",NOT DISTRACTED,MD,93ACBD69-B853-4968-82A9-CA5F8E33ECB9,FUNCTIONAL,TWELVE OCLOCK,AMBULANCE/EMERGENCY,MOVING CONSTANT SPEED,North,35,No,No,2013,CHEV,TK,39.19255,-77.26893833,"(39.19255, -77.26893833)",2010
MCP1500001Q,190050968,Montgomery County Police,Property Damage Crash,10/24/2019 04:16:00 PM,County,BRIGGS CHANEY RD,NEW HAMPSHIRE AVE,,,,OPPOSITE DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,D6AF0D3D-4A02-4355-863D-6FC9D41B2D45,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,57151ECD-CF5A-4A5D-B55F-8C8459604BEF,SUPERFICIAL,TEN OCLOCK,SCHOOL BUS,MAKING RIGHT TURN,South,35,No,No,2016,THOMAS BUILT,SCHOOLBUS,39.1072232,-76.9950091,"(39.1072232, -76.9950091)",2015
DD5567005L,240039517,ROCKVILLE,Property Damage Crash,08/21/2024 11:46:00 AM,Maryland (State) Route,FREDERICK RD (SB/L),REDLAND BLVD,,,,Angle,Clear,Dry,Daylight,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,E4D0DB04-6E4F-43FA-BDF6-AB9DBA30AAA1,Yes,No Apparent Injury,,Not Distracted,CA,BAF62F4E-303D-427A-91CA-D3ACE57A702A,Superficial,Twelve O Clock,Passenger Car,Moving Constant Speed,,35,No,No,2019,HONDA,CIVIC,39.11552106,-77.16623322,"(39.11552106, -77.16623322)",2015
MCP3029003D,210028995,Montgomery County Police,Property Damage Crash,07/26/2021 07:35:00 PM,County,CASTLE BLVD,TEAGARDEN CIR,,,,SAME DIRECTION SIDESWIPE,RAINING,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,7CF875C0-7BFE-4AC5-8960-E032AD121AF2,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,20A96A3B-D5A0-4F57-9B99-E54FBDAE3D84,SUPERFICIAL,NINE OCLOCK,TRANSIT BUS,MOVING CONSTANT SPEED,South,30,No,No,2020,NOVB,BUS,39.08190167,-76.94485167,"(39.08190167, -76.94485167)",2020
MCP2981001T,180001734,Montgomery County Police,Property Damage Crash,01/11/2018 08:10:00 PM,,,,"PRIVATE DRIVEWAY OF 17114 OLD VIC BOULEVARD, OLNEY, MD",,,STRAIGHT MOVEMENT ANGLE,,,DARK LIGHTS ON,,ALCOHOL PRESENT,,DB570A31-02CD-4F29-866E-A8BCC343870F,Yes,NO APPARENT INJURY,"N/A, WET",UNKNOWN,MD,2D35EFEB-E5EC-4FC2-AD2E-D5371657C49A,FUNCTIONAL,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,West,0,No,No,2017,TOYOTA,HIGHLANDER,39.07685667,-77.002055,"(39.07685667, -77.002055)",2015
MCP3422000N,240047064,MONTGOMERY,Property Damage Crash,10/02/2024 03:37:00 PM,US (State),,,,,,"Sideswipe, Same Direction",Clear,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,BAB0F86C-5CF7-4995-BC3F-8120883937FB,No,No Apparent Injury,,Not Distracted,MD,7ADF5299-5C94-469E-ACCF-2586E383F78E,Superficial,One O Clock,Passenger Car,Moving Constant Speed,Eastbound,25,No,No,2011,HONDA,ACCORD,38.9961393,-77.02801345,"(38.9961393, -77.02801345)",2010
MCP31430050,230053929,Montgomery County Police,Property Damage Crash,09/09/2023 09:30:00 AM,Maryland (State),ROCKVILLE PIKE,JONES BRIDGE RD,,,,STRAIGHT MOVEMENT ANGLE,,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,D82A01CA-A126-44CE-9EB3-240FE2F87F00,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,000C7516-456E-40A4-AEDB-6DFB24606FB8,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,No,No,2019,NISSAN,KICKS,38.99716167,-77.09662667,"(38.99716167, -77.09662667)",2015
MCP271700JT,180037776,Montgomery County Police,Property Damage Crash,07/30/2018 03:45:00 PM,Maryland (State),NEW HAMPSHIRE AVE,HOLLYWOOD AVE,,,,OTHER,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,D5288EBF-5BD7-4997-9CC1-420949ECCA31,Yes,NO APPARENT INJURY,,OTHER DISTRACTION,MD,3687F284-0573-4907-A4C0-D85A6D27D29E,FUNCTIONAL,FIVE OCLOCK,PICKUP TRUCK,MAKING LEFT TURN,South,40,No,No,2007,CHEVROLET,SILVERADO,39.06413017,-76.99933583,"(39.06413017, -76.99933583)",2005
MCP2991001G,16061403,Montgomery County Police,Property Damage Crash,11/30/2016 10:12:00 AM,Maryland (State),NORBECK RD,BRADFORD RD,,,,SAME DIR REAR END,RAINING,WET,DAYLIGHT,,NONE DETECTED,,7289E9AB-6B0A-48FA-9F31-25C47D5A4B1E,Yes,NO APPARENT INJURY,,NOT DISTRACTED,XX,0B380AD6-C15B-4ECA-9AB1-7FDE72DD6705,FUNCTIONAL,TWELVE OCLOCK,VAN,MOVING CONSTANT SPEED,East,35,No,No,1998,GMC,VN,39.11297333,-77.06907833,"(39.11297333, -77.06907833)",1995
MCP0113000N,16009578,MONTGOMERY,Property Damage Crash,02/26/2016 11:18:00 AM,Maryland (State),CONNECTICUT AVE,DUPONT AVE,,KENSINGTON,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,5D4C651B-1284-457B-AF20-BCA454E2C125,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,7AADA67B-9B60-4D15-93B1-02AE536B3F42,SUPERFICIAL,ONE OCLOCK,PICKUP TRUCK,MOVING CONSTANT SPEED,South,30,No,No,2013,CHEV,TRUCK,39.03083167,-77.07556333,"(39.03083167, -77.07556333)",2010
MCP31910012,190034078,Montgomery County Police,Property Damage Crash,07/18/2019 09:18:00 AM,County,REDLAND RD,REDLAND BLVD (AHEAD),,ROCKVILLE,,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,FC0398A2-F8D0-4C5F-AFAC-207AF8F38D21,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,E596C231-638D-44FF-A400-838ACBB96F12,FUNCTIONAL,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,35,No,No,2007,TOYT,TK,39.11683167,-77.16531,"(39.11683167, -77.16531)",2005
DD55080033,17003277,Rockville Police Departme,Injury Crash,01/19/2017 12:58:00 PM,Municipality,N STONESTREET AVE,PARK RD,,ROCKVILLE,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,5DF97BA7-8008-48DF-9C25-A90CA84A8820,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,543992FF-BD72-4964-969A-1BB9BC2B3B1B,FUNCTIONAL,ONE OCLOCK,OTHER,MOVING CONSTANT SPEED,North,25,No,No,2002,NISSAN,QUEST,39.08628667,-77.14729667,"(39.08628667, -77.14729667)",2000
MCP26890034,170507042,Montgomery County Police,Injury Crash,05/10/2017 08:07:00 AM,County,E GUDE DR,DOVER RD,,,,SAME DIR REAR END,,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,3EA77660-AF79-493A-A8FC-2C1A3F270B65,Yes,NO APPARENT INJURY,,UNKNOWN,MD,F5647C4C-7243-4763-9660-7829CF7B351C,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,East,40,No,No,2008,CHEVROLET,HHR,39.10152485,-77.14151278,"(39.10152485, -77.14151278)",2005
MCP242500G0,200009568,Montgomery County Police,Property Damage Crash,02/26/2020 02:48:00 PM,US (State),COLUMBIA PIKE,INDUSTRIAL PKWY,,,,SAME DIRECTION SIDESWIPE,CLOUDY,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,9294100B-EFEC-44DA-B645-BCFC2D9F8FC5,No,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,134D7223-5CA8-447A-B51F-70D96C657B69,SUPERFICIAL,ONE OCLOCK,SCHOOL BUS,MOVING CONSTANT SPEED,South,45,No,No,2020,THOMAS,BUS,39.05643833,-76.97102167,"(39.05643833, -76.97102167)",2020
EJ7872000D,180044930,Gaithersburg Police Depar,Property Damage Crash,09/08/2018 04:45:00 PM,Maryland (State),QUINCE ORCHARD RD,FIRSTFIELD RD,,GAITHERSBURG,,SAME DIRECTION SIDESWIPE,,DRY,DAYLIGHT,,NONE DETECTED,,DDCAF6B0-0374-4B82-8B68-9866D5E409EB,No,NO APPARENT INJURY,,NOT DISTRACTED,TN,B37B75FE-C43F-4611-A18A-CE4C43E8D323,DISABLING,TWO OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,35,No,No,2013,CADI,4S,39.14558114,-77.21980076,"(39.14558114, -77.21980076)",2010
EJ7871003L,200028328,Gaithersburg Police Depar,Property Damage Crash,07/21/2020 04:32:00 PM,County,CONTOUR RD,ODENDHAL AVE,,,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,0767F7C3-77ED-47DF-ACA7-DE0F883C078F,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,2FB290B9-D4BB-4EA1-9A97-8E91D683C0F1,SUPERFICIAL,TWO OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,35,No,No,2007,FORD,EDGE,39.15222519,-77.19618164,"(39.15222519, -77.19618164)",2005
MCP32250064,250053460,MONTGOMERY,Property Damage Crash,11/29/2025 06:00:00 PM,County Route,FENTON ST,SLIGO AVE,,,,Front to Rear,Clear,Dry,Dark - Lighted,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,5E15C8B4-04A5-44FB-91D3-1044984F4683,Yes,No Apparent Injury,Followed Too Closely,"Other Action (looking away from task, etc.)",MD,02D7722D-9496-4CE4-9826-498E93A7BDC4,Functional,Twelve O Clock,Passenger Car,Accelerating,Eastbound,25,No,No,2016,FORD,TAURUS,38.99020468,-77.02404531,"(38.99020468, -77.02404531)",2015
MCP30450022,190014893,Montgomery County Police,Injury Crash,03/31/2019 01:35:00 PM,County,DEMOCRACY BLVD,GAINSBOROUGH RD,,,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,E0CEC071-7B38-4183-A690-068EE76463AF,Yes,NO APPARENT INJURY,,INATTENTIVE OR LOST IN THOUGHT,MD,BFD88E9A-735B-47DD-AB83-BEB94FE195C7,DISABLING,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,45,No,No,2015,HONDA,PILOT,39.02228,-77.17193333,"(39.02228, -77.17193333)",2015
MCP1334007C,190001534,Montgomery County Police,Property Damage Crash,01/10/2019 08:16:00 AM,County,SHADY GROVE RD,MILL RUN DR,,,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,FA7BD6B0-0A1B-40DB-BA40-EED0F5C2A300,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,1C83D3D0-5372-4B7A-8314-ED39F253AE16,FUNCTIONAL,FOUR OCLOCK,(SPORT) UTILITY VEHICLE,MAKING LEFT TURN,South,45,No,No,2005,NISSAN,TK,39.14501833,-77.15004333,"(39.14501833, -77.15004333)",2005
MCP2192001D,15048374,MONTGOMERY,Property Damage Crash,09/24/2015 07:20:00 AM,County,NEWPORT MILL RD,UNIVERSITY BLVD W,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,7605E9CB-CA07-447D-8874-EDD3CD2DCC15,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,EFE3E17A-6250-474C-8B62-1688A2023BB3,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,STARTING FROM LANE,Unknown,35,No,No,2001,SUBARU,OUTBACK,39.03453622,-77.07095861,"(39.03453622, -77.07095861)",2000
DD5615009C,200041895,Rockville Police Departme,Property Damage Crash,10/23/2020 07:27:00 PM,Maryland (State),ROCKVILLE PIKE,TALBOTT ST,,ROCKVILLE,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,2E469512-C071-48B3-9607-B58E4D474D96,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,C97FE80D-9AD0-4087-9F0E-649ED4CBD5C0,DISABLING,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,40,No,No,2007,TOYOTA,PRIUS,39.0710077,-77.13214429,"(39.0710077, -77.13214429)",2005
MCP2682002S,210029037,Montgomery County Police,Injury Crash,07/27/2021 06:31:00 AM,County,SNOUFFERS SCHOOL RD,FLOWER HILL WAY,,,,ANGLE MEETS LEFT HEAD ON,CLEAR,DRY,DAWN,STOP SIGN,NONE DETECTED,,55464A42-21AC-46F5-9B8B-0E44C930BB27,Yes,NO APPARENT INJURY,,UNKNOWN,MD,8A240ECB-431B-4BAE-B2AA-B078D0063A6D,DISABLING,EIGHT OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,40,No,No,2006,HONDA,TK,39.16718,-77.17321333,"(39.16718, -77.17321333)",2005
MCP2509000S,15044767,MONTGOMERY,Property Damage Crash,09/05/2015 12:12:00 PM,Maryland (State),NEW HAMPSHIRE AVE,NORTHAMPTON DR,,,,SAME DIRECTION SIDESWIPE,,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,CCE4332F-E234-4486-88D5-AF7C7E02CA88,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,C91B4E9E-0878-47BB-8C1C-87959220166A,FUNCTIONAL,ONE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,40,No,No,1999,HONDA,CIVIC,39.007709,-76.98012,"(39.007709, -76.98012)",1995
MCP3407000T,250004368,MONTGOMERY,Injury Crash,01/30/2025 02:38:00 PM,Maryland (State) Route,RIDGE RD,,,,,Front to Front,Clear,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,8381D36B-D593-49E3-AA74-57BD75346AF5,Yes,No Apparent Injury,Failed to Keep in Proper Lane,Unknown,MD,464B1751-E96B-4392-A36C-54132B42D057,Disabling,Eleven O Clock,Passenger Car,Moving Constant Speed,Northbound,40,No,No,2024,KIA,SPORTAGE,39.23208,-77.23728667,"(39.23208, -77.23728667)",2020
EJ7818001X,220048747,Gaithersburg Police Depar,Property Damage Crash,11/05/2022 02:20:00 AM,Ramp,RAMP 1 FR IS 270 NB TO IS 370 WB,SAM EIG HWY,,,,SAME DIRECTION RIGHT TURN,CLEAR,DRY,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,,8A1CFBBB-B873-4AE0-A545-729AA25B17DD,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,21B8B286-A251-4F32-8A7A-B18CD44C94CC,SUPERFICIAL,NINE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,25,No,No,2021,LEXUS,IS300,39.11925734,-77.20007912,"(39.11925734, -77.20007912)",2020
MCP3057001J,190018350,Montgomery County Police,Property Damage Crash,04/19/2019 02:39:00 PM,Maryland (State),MAIN ST,RIDGE RD,,,,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DARK LIGHTS ON,,NONE DETECTED,,1D84FE70-7897-447C-B3E8-5C5123CD11A0,Yes,NO APPARENT INJURY,"N/A, RAIN, SNOW",LOOKED BUT DID NOT SEE,MD,ADC2BABC-8981-4309-9F36-7137A1D44F3D,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,ENTERING TRAFFIC LANE,East,25,No,No,1999,TOYOTA,MAZDA,39.18800167,-77.20302167,"(39.18800167, -77.20302167)",1995
MCP3008002X,210050308,Montgomery County Police,Property Damage Crash,12/11/2021 03:00:00 AM,Maryland (State),NEW HAMPSHIRE AVE,OAKVIEW DR,,,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,583022D8-EE35-4BAC-A50B-FB861F42D854,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,XX,3C6BAC73-C16C-41FB-B29F-F09858EDAC1C,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,40,No,No,2020,TOYOTA,COROLLA,39.01455833,-76.97802167,"(39.01455833, -76.97802167)",2020
DD5624003N,190060611,Rockville Police Departme,Property Damage Crash,12/16/2019 04:10:00 PM,,,,IN PARKING LOT OF 2 W MONTGOMERY AVE,,,OTHER,RAINING,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,D0713078-3EEF-49CD-8228-51B543440538,Yes,NO APPARENT INJURY,"SLEET, HAIL, FREEZ. RAIN, WET",LOOKED BUT DID NOT SEE,MD,F3419DE7-5C58-47DD-AE70-F2B70417A7F0,SUPERFICIAL,FIVE OCLOCK,PASSENGER CAR,BACKING,Unknown,5,No,No,2006,HONDA,SUV,39.08403117,-77.15304667,"(39.08403117, -77.15304667)",2005
MCP3325000Z,220030599,Montgomery County Police,Property Damage Crash,07/16/2022 06:08:00 PM,County,OLD COLUMBIA PIKE,FAIRLAND RD,,,,ANGLE MEETS LEFT TURN,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,1A70337E-DDED-494F-8CEA-9C765F82AA46,Yes,NO APPARENT INJURY,"SLEET, HAIL, FREEZ. RAIN, WET",LOOKED BUT DID NOT SEE,MD,B8173AD7-D42E-4608-A103-D4DA008CA984,SUPERFICIAL,THREE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,35,No,No,2013,TOYOTA,HIGHLANDER,39.07578167,-76.95791333,"(39.07578167, -76.95791333)",2010
MCP2798003P,170529193,Montgomery County Police,Property Damage Crash,10/27/2017 03:38:00 PM,County,CALVERTON BLVD,FALLSTON AVE,,,,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,0605E698-1154-46D8-B713-31B461CA0B82,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,6E4984B7-1F75-4E20-B706-D613A25E0132,DISABLING,ELEVEN OCLOCK,PASSENGER CAR,ENTERING TRAFFIC LANE,South,30,No,No,2009,TOYOTA,CAMRY,39.05626667,-76.94492333,"(39.05626667, -76.94492333)",2005
MCP2967006D,250001712,MONTGOMERY,Property Damage Crash,01/13/2025 04:21:00 PM,Other Public Roadway,MERRICK RD,ABERDEEN RD WILSON LA,,,,Front to Front,Clear,Wet,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,99E3D536-CE84-4051-8593-EF01C5D4C2DB,No,No Apparent Injury,,Not Distracted,MD,284C45DA-F06E-4EAB-A51F-A9C7E221CF77,Disabling,Twelve O Clock,Sport Utility Vehicle,Moving Constant Speed,Northbound,35,No,No,2025,HONDA,PILOT,38.98991606,-77.121325,"(38.98991606, -77.121325)",2025
MCP29520018,15054923,MONTGOMERY,Property Damage Crash,10/29/2015 07:25:00 AM,Maryland (State),NEW HAMPSHIRE AVE,POWDER MILL RD,,,,SAME DIR REAR END,CLEAR,WET,DAWN,TRAFFIC SIGNAL,NONE DETECTED,,30CA3715-F723-4344-8B98-E05D1DD7AA4B,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,0851017C-D359-4E39-B4C6-C8BEC7CA61F4,DISABLING,TWELVE OCLOCK,VAN,SLOWING OR STOPPING,North,40,No,No,2001,FORD,E250,39.021815,-76.97708333,"(39.021815, -76.97708333)",2000
MCP2850002R,240006790,MONTGOMERY,Property Damage Crash,02/11/2024 05:05:00 AM,County Route,MONTGOMERY VILLAGE AVE,CENTERWAY RD (WB/L),,,,Angle,Clear,Dry,Dark - Lighted,Flashing Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,930B976F-9211-41CE-A442-B3AAABAA88A5,Yes,No Apparent Injury,Failed to Yield Right-of-Way,Unknown,MD,E2727632-4AAB-43EB-95B7-EB3196A86220,Superficial,Twelve O Clock,Sport Utility Vehicle,Turning Right,Northbound,35,No,No,2010,JEEP,COMPASS,39.17278789,-77.20348261,"(39.17278789, -77.20348261)",2010
MCP2016007W,240031388,MONTGOMERY,Property Damage Crash,07/03/2024 12:16:00 PM,Local Route,STATION23 DR,,,,,Single Vehicle,Clear,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,B39168B7-4EB9-4A02-8329-7B144076957E,No,No Apparent Injury,,Not Distracted,PA,E3D7CF69-69EC-4F8E-9F87-DA17C22DD20A,Functional,Five O Clock,Other Trucks,Backing,Northbound,10,No,No,2002,PIERCE MANUFACTURING,UNKNOWN,39.05901579,-77.12308238,"(39.05901579, -77.12308238)",2000
MCP157500C7,200049598,Montgomery County Police,Property Damage Crash,12/17/2020 08:54:00 AM,County,S GLEN RD,LOCKLAND RD,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,SLUSH,DAYLIGHT,STOP SIGN,NONE DETECTED,,44320EEE-BA08-4E29-A869-0D51DC87456B,No,NO APPARENT INJURY,"ICY OR SNOW-COVERED, N/A",NOT DISTRACTED,MD,F5AF15EA-0868-4725-B975-12E60465093F,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,30,No,No,2006,TOYOTA,COROLLA,39.03031,-77.20992333,"(39.03031, -77.20992333)",2005
MCP29780019,16045292,Montgomery County Police,Injury Crash,09/04/2016 07:17:00 PM,County,VALLEY DR,GLEN MILL RD,,,,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,,ALCOHOL CONTRIBUTED,,4BC9ACD9-64AA-425B-ABB3-0EB826211A4D,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,05911B7A-563B-43B2-8579-B9F7F3B7A044,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,30,No,No,2009,PORS,CN,39.07918294,-77.20206499,"(39.07918294, -77.20206499)",2005
MCP30890049,230073453,Montgomery County Police,Property Damage Crash,12/24/2023 02:13:00 PM,County,FLOWER AVE,FLOWER AVE (BACK),,,,OTHER,CLEAR,DRY,DAYLIGHT,OTHER,NONE DETECTED,,81F71592-9CD0-4CFC-95A9-45081F18FE50,Yes,NO APPARENT INJURY,"BACKUP DUE TO PRIOR CRASH, N/A",TALKING OR LISTENING TO CELLULAR PHONE,MD,79A5DEF2-626E-4C5F-9BE2-D88CB6FF2D49,FUNCTIONAL,ONE OCLOCK,PASSENGER CAR,ACCELERATING,North,20,No,No,2022,TOYOTA,COROLLA,39.0049,-77.03528833,"(39.0049, -77.03528833)",2020
MCP29620045,190032103,Montgomery County Police,Injury Crash,07/06/2019 09:47:00 AM,Maryland (State),GERMANTOWN RD,CRYSTAL ROCK DR,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,1DF378A8-1337-4B9F-8A9A-F28B6249D726,No,POSSIBLE INJURY,,NOT DISTRACTED,MD,F95EE8A9-0B8B-4C7D-9E28-B6B645A04115,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,45,No,No,2016,TOYOTA,CAMRY,39.18119667,-77.26245333,"(39.18119667, -77.26245333)",2015
DM8479000J,200031997,Takoma Park Police Depart,Injury Crash,08/16/2020 06:01:00 PM,Maryland (State),NEW HAMPSHIRE AVE,UNIVERSITY BLVD,,,PEDESTRIAN,OTHER,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,3E82DA8D-D73D-447E-AF07-6F112989C40C,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,E3B6387F-4DBF-4A8E-8E45-A724851E9C14,NO DAMAGE,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,35,No,No,2019,DODGE,DURANGO,38.98794582,-76.98641554,"(38.98794582, -76.98641554)",2015
MCP27100015,16040933,Montgomery County Police,Injury Crash,08/12/2016 02:51:00 PM,County,AIRPARK RD,MUNCASTER MILL RD,,,,SINGLE VEHICLE,RAINING,WET,DAYLIGHT,,NONE DETECTED,,44AF2E83-D0AB-4A6C-AA0A-59A331602D11,Yes,SUSPECTED MINOR INJURY,"RAIN, SNOW, WET",UNKNOWN,MD,938ECAD0-4880-46DA-A219-B5053297F5C9,DISABLING,TWELVE OCLOCK,ALL TERRAIN VEHICLE (ATV),MOVING CONSTANT SPEED,South,40,No,No,2004,NISS,XTERRA,39.15259167,-77.142355,"(39.15259167, -77.142355)",2000
MCP3227002K,210031533,Montgomery County Police,Property Damage Crash,08/13/2021 08:40:00 PM,Maryland (State),UNIVERSITY BLVD E,MERRIMAC DR,,,,HEAD ON LEFT TURN,RAINING,WET,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,,17132081-7B0C-42B8-99F9-A6278399CE0C,Yes,NO APPARENT INJURY,,UNKNOWN,,AE67CC45-CA8C-4260-8E43-6055BBA0FBB4,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,UNKNOWN,East,40,No,No,2007,PONTIAC,GRAND AM,38.99258367,-76.99249617,"(38.99258367, -76.99249617)",2005
MCP33820012,240020498,MONTGOMERY,Injury Crash,05/02/2024 10:48:00 AM,Maryland (State) Route,CONNECTICUT AVE (SB/L),ATHERTON DR,,,,Angle,Clear,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,72686FB0-7D7D-47C6-892D-EF058E6632A7,No,Suspected Minor Injury,,Not Distracted,MD,3B011157-7DFE-44C2-9EB8-F3D7BEE89641,Disabling,Two O Clock,Passenger Car,Moving Constant Speed,,45,No,No,2023,TOYOTA,HIGHLANDER,39.067105,-77.074915,"(39.067105, -77.074915)",2020
MCP297700B0,220049045,Montgomery County Police,Property Damage Crash,11/07/2022 06:28:00 AM,Maryland (State),NEW HAMPSHIRE AVE,ADELPHI RD,,,,SAME DIR REAR END,CLEAR,DRY,DUSK,NO CONTROLS,NONE DETECTED,,3CF8D480-AF09-4178-BD2C-4729FF5BB15D,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,775FC6B3-6C6D-4783-BBDD-D8246678658B,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,35,No,No,2008,HOND,ACCOR,39.00984333,-76.97938833,"(39.00984333, -76.97938833)",2005
